"comment","label"
"葡萄柚 约 份",1
"赣南 脐橙",1
"小金橘",1
"皇帝 柑",1
"纽荷尔橙",1
"冰糖桔",1
"天坤 脐橙",1
"红心柚 两 个 装",1
"雪柑",1
"桔柚",1
"春桔",1
"夏橙",1
"蜜甜桔",1
"血橙",1
"青 西柚",1
"南丰 贡桔",1
"冰糖橙",1
"赣南 脐橙",1
"纽荷尔橙",1
"澳柑",1
"胡柚",1
"文旦柚",1
"冯桔",1
"不知火桔",1
"柳叶桔",1
"三 红 蜜柚",1
"胡柚",1
"有机 三十 年 土豪 金柚子",1
"柳叶 桔份",1
"南丰 贡桔大",1
"彩食 鲜 小 金桔",1
"不知火 桔约",1
"进口橙",1
"蜜桔",1
"南丰 贡桔约",1
"金丝柚",1
"贡桔",1
"蜜桔",1
"临海 蜜桔",1
"新西兰 柠檬",1
"临海 蜜桔",1
"新西兰 柠檬",1
"彩食鲜 贡桔",1
"红西柚",1
"黄柠檬",1
"奉节 脐橙",1
"精品 蜜桔",1
"澳橙",1
"不知火桔",1
"彩食鲜 火龙果 红白 分 切 盒装",1
"彩食 鲜橙",1
"南非橙",1
"彩食 鲜 网袋 装 柠檬",1
"彩食鲜 进口橙 礼盒",1
"彩食鲜 赣南 脐橙 礼 箱 双层",1
"彩食 鲜 小 金桔 盒装",1
"彩食鲜 新奇 士橙 粒装",1
"彩食 鲜 纽 菠萝 橙粒装",1
"彩食鲜 皇帝 柑 袋装",1
"彩食鲜 奉节 脐橙 袋装",1
"彩食 鲜 小 金桔 袋装",1
"彩食 鲜 纽 菠萝 橙粒装",1
"彩食鲜 新奇 士橙 粒装",1
"国产 柠檬",1
"春桔",1
"无核桔",1
"精选 赣南 脐橙",1
"彩食鲜 柠檬",1
"彩食鲜 进口橙",1
"袋装 冰糖橙",1
"柚子",1
"小金桔",1
"新奇 士橙",1
"纽 菠萝橙",1
"油 力克 柠檬",1
"青 西柚",1
"澳桔",1
"国产 柠檬",1
"砂糖桔",1
"皇帝 柑",1
"彩食 鲜 小 金桔",1
"彩食鲜 柠檬",1
"彩食 鲜 澳柑",1
"彩食 鲜红 西柚",1
"彩食鲜 泰国 金柚",1
"彩食 鲜 盒装 金桔",1
"彩食 鲜 袋装 赣南 脐橙",1
"彩食 鲜 袋装 柑橘",1
"彩食 鲜 袋装 柠檬",1
"彩食 鲜 袋装 春橘",1
"彩食 鲜 盒装 脐橙",1
"彩食 鲜 盒装 柠檬",1
"小金 桔份",1
"彩食鲜 贡桔",1
"彩食鲜 赣南 脐橙",1
"广东 砂糖桔",1
"椪柑",1
"胡柚",1
"蜜柚",1
"金丝柚",1
"称砣柑",1
"长红",1
"梁平柚",1
"波 蜜柚",1
"梁平柚",1
"波 蜜柚",1
"鲜榨 橙汁",1
"品怡 白金 蜜柚 白柚",1
"品怡 红心 白金 蜜柚",1
"波 蜜柚",1
"柠檬",1
"云冠橙",1
"农夫 鲜橙",1
"苦橘 礼盒",1
"苦橘",1
"永春 芦柑 袋装 粒",1
"蜜桔",1
"纽荷尔橙",1
"泰国 蜜柚",1
"红肉橙 kg",1
"红肉橙",1
"小金桔",1
"台湾 柳丁橙",1
"贡柑粒",1
"冰糖桔",1
"进口 橙粒",1
"安岳 柠檬",1
"油 力克 柠檬",1
"脐橙",1
"云冠 橙粒",1
"天 马山 芦柑",1
"红 肉 橙粒",1
"砂糖桔",1
"南非 橙礼箱",1
"永鹏 芦柑粒",1
"天坤 脐橙",1
"塔罗克 血橙",1
"茂谷柑",1
"四川 浦江 不 知 火柑 kg",1
"青见橙",1
"都 乐 泰国 金柚 约",1
"安岳 柠檬",1
"油 力克 柠檬",1
"袋装 精品 新奇 士橙",1
"盒装 精品 油 力克 柠檬",1
"盒装 精品 青 柠檬",1
"盒装 精品 蜜桔",1
"冰糖桔",1
"平和 黄金 蜜柚",1
"平和 红心 蜜柚 专供",1
"云南 金橘",1
"云南 脆皮 金橘",1
"皇帝 柑",1
"红心 柚子",1
"云冠橙 m 级",1
"云冠 橙l级",1
"芦柑",1
"砂糖橙",1
"油柑",1
"新余 蜜桔",1
"红 肉 脐橙",1
"天坤 脐橙",1
"茂谷柑",1
"美国 柠檬 粒",1
"金桔王",1
"台湾 红西柚粒",1
"台湾 青 柠檬 粒",1
"泰国 金柚 个",1
"南非 橙粒",1
"维多丽 白肉 蜜柚",1
"赣南 脐橙",1
"冰糖橙",1
"维多丽红 肉 蜜柚",1
"不知火柑",1
"台湾 茂谷 柑粒",1
"天坤 脐橙",1
"春甜桔",1
"红 肉 橙粒",1
"西班牙柑",1
"红西柚",1
"柠檬",1
"澳橙",1
"雪柑",1
"冰糖柑",1
"红山橙",1
"柚子",1
"福桔",1
"精品 芦柑",1
"芦柑",1
"雪柑大",1
"冰糖橙",1
"赣南 脐橙",1
"纽荷尔",1
"天草橙",1
"大 金桔",1
"脐橙",1
"赣南 脐橙",1
"南丰 贡桔大",1
"蜜甜桔",1
"冰糖桔",1
"沙田柚",1
"纽荷尔 精品",1
"南丰 贡桔小",1
"脐橙大",1
"赣南 脐橙",1
"福寿柑",1
"泰国桔",1
"葡萄柚",1
"绿橙",1
"柚子 大",1
"甜橙",1
"泰柑",1
"文旦柚",1
"赣南 脐橙",1
"澳柑",1
"蜜桔",1
"蜜桔",1
"蜜甜桔",1
"脐橙",1
"红心 柚子",1
"彩食 鲜 爱 媛号 柑橘",1
"彩食鲜 皇帝 柑",1
"彩食鲜 早橙",1
"赣南 脐橙",1
"桂林 金桔",1
"不知火 丑桔",1
"青见橙",1
"蜜桔",1
"金桔王",1
"赣南 脐橙",1
"冰糖橙",1
"不知火桔",1
"进口橙",1
"红心 柚子",1
"柚子",1
"小金桔",1
"纽 菠萝橙",1
"苦橘",1
"基地 直 采 红心 柚子 个",1
"南非橙",1
"赣南 脐橙",1
"不知火甜柑",1
"基地 直 采 白 心 柚子 个",1
"桂林 金桔 kg",1
"彩食鲜 皇帝 柑",1
"彩食 鲜 爱 媛号 柑橘",1
"彩食鲜 早橙",1
"脆皮 金桔",1
"桂林 金桔",1
"不知火甜柑",1
"芦柑",1
"纽荷尔橙",1
"南丰 贡桔",1
"柚子",1
"丑柑",1
"胡柚",1
"澳橙",1
"澳桔",1
"南丰 贡桔",1
"油 力克 柠檬",1
"赣南 脐橙",1
"小金桔",1
"蜜桔",1
"白心柚",1
"不知火桔",1
"袋装 冰糖橙",1
"国产 柠檬",1
"皇帝 柑",1
"砂糖桔",1
"红心 柚子",1
"南非 橙约份",1
"红西柚",1
"纽荷尔橙",1
"有机 三十 年 土豪金",1
"有机 三十 年 黄金 果",1
"原 箱 度 橙装",1
"彩食鲜 进口 柠檬",1
"彩食鲜 冰糖柑",1
"彩食鲜 进口 柠檬",1
"彩食鲜 冰糖柑",1
"红心 柚子",1
"赣南 脐橙",1
"脐橙",1
"皇帝 柑",1
"储橙约份",1
"砂糖桔",1
"蜜桔",1
"冰糖桔",1
"进口橙",1
"国产 柠檬",1
"油 力克 柠檬",1
"胡柚",1
"有机 三十 年 土豪 金柚子 约 个",1
"进口橙",1
"丑柑",1
"红柚",1
"进口 红宝石 西柚",1
"皇帝 柑",1
"夏橙",1
"澳桔",1
"南丰 贡桔",1
"纽荷尔橙",1
"小金桔",1
"纽荷尔橙",1
"柚子",1
"国产 柠檬",1
"塔罗克 血橙",1
"安岳 柠檬",1
"云冠 橙l级",1
"云冠橙 m 级",1
"云南 脆皮 金橘",1
"云南 金橘",1
"天 马山 芦柑",1
"贡柑粒",1
"四川 浦江 不 知 火柑 kg",1
"红肉橙",1
"云冠 橙粒",1
"红肉橙 kg",1
"鲜到 金桔",1
"鲜到 砂糖橘",1
"鲜到 南丰 蜜桔",1
"鲜到 丑柑",1
"砂糖桔",1
"赣南 脐橙",1
"南丰 贡桔",1
"南丰 贡桔大",1
"贡桔",1
"砂糖橙",1
"蜜桔",1
"新余 蜜桔",1
"雪柑",1
"赣南 脐橙",1
"砂糖 桔份",1
"芦柑",1
"度 鲜橙",1
"丑柑",1
"蜜柚",1
"彩食鲜 进口橙",1
"蜜桔",1
"蜜桔",1
"涌泉 蜜桔",1
"彩食 鲜 澳桔",1
"彩食 鲜青 柠檬",1
"泰国 椰青",1
"水蜜桃",1
"青 西柚",1
"彩食 鲜红 西柚约",1
"青柚",1
"彩食鲜 青西柚",1
"彩食鲜 进口橙",1
"彩食 鲜 黄柠檬",1
"彩食 鲜 袋装 春橘",1
"彩食鲜 进口橙 礼盒",1
"彩食鲜 赣南 脐橙",1
"彩食鲜 皇帝 柑",1
"彩食鲜 冰糖柑",1
"彩食鲜 柠檬",1
"彩食 鲜 澳柑",1
"彩食鲜 莲雾",1
"柳叶桔",1
"文旦柚",1
"赣南 脐橙",1
"柚子",1
"澳桔 粒约份",1
"彩食 鲜青 柠檬 个",1
"红山橙",1
"云冠橙",1
"春见 柑橘",1
"进口 橙粒约份",1
"澳橙",1
"澳橙",1
"青 柠檬",1
"青 柠檬",1
"彩食鲜 蜜桔",1
"彩食鲜 香蕉",1
"彩食鲜 柠檬",1
"蜜桔",1
"秘鲁桔",1
"彩食 鲜 黄柠檬",1
"彩食鲜 进口 橙份",1
"彩食 鲜 澳柑份",1
"彩食 鲜红 西柚 约 份",1
"彩食 鲜 云南 蜜桔 份",1
"彩食 鲜 澳橙",1
"彩食 鲜红 心 蜜柚",1
"彩食 鲜红 心 蜜柚",1
"彩食 鲜红 心 蜜柚",1
"红心 柚子 个",1
"澳橙",1
"彩食 鲜红 心 蜜柚",1
"彩食 鲜 澳橙",1
"澳橙 约 份",1
"青 柠檬 个",1
"蜜桔 约 份",1
"有机 三十 年 土豪 金柚子 约 个",1
"进口橙",1
"白心柚个",1
"赣南橙",1
"不知火桔",1
"南丰 贡桔 约 份",1
"进口 红宝石 西柚 约 份",1
"皇帝 柑",1
"纽荷尔橙",1
"小金桔 约 份",1
"夏橙 约 份",1
"进口 柠檬个",1
"砂糖 桔约份",1
"国产 柠檬 个",1
"红心 柚子",1
"彩食 鲜 黄柠檬",1
"彩食鲜 香蕉",1
"白 心 柚子",1
"蜜桔 约 份",1
"文旦柚",1
"文旦柚",1
"红心柚",1
"红心柚",1
"三十 年 黄金 果",1
"三十 年 土豪金",1
"进口橙",1
"精选 赣南 脐橙",1
"丑柑",1
"砂糖桔",1
"澳桔",1
"油 力克 柠檬",1
"小金桔",1
"纽 菠萝橙",1
"红心 柚子",1
"红西柚",1
"国产 柠檬",1
"小金 橘份",1
"黄柠檬 个 袋",1
"澳柑份",1
"国产 柠檬 个",1
"丑柑份",1
"进口 橙份",1
"茂谷柑",1
"春桔",1
"脐橙",1
"血橙",1
"南丰 贡桔",1
"胡柚",1
"福桔",1
"新奇 士橙",1
"芦柑",1
"纽荷尔橙",1
"脆皮 金桔",1
"金丝柚",1
"冰糖橙",1
"夏橙",1
"彩食鲜 柠檬",1
"袋装 冰糖橙",1
"柚子",1
"精品 蜜桔",1
"有机 三十 年 黄金 果",1
"瓯柑",1
"不知火桔",1
"柳叶桔",1
"有机 天橙心 蜜柚",1
"三 红 蜜柚",1
"进口柑 礼盒",1
"贡桔",1
"胡柚",1
"青 柠檬",1
"礼盒 柚子",1
"波 蜜柚",1
"砂糖橙",1
"澳橙",1
"葡萄柚",1
"青 柠檬",1
"皇帝 柑",1
"沙田柚",1
"有机 三十 年 土豪金",1
"不知火桔 礼盒",1
"三十 年 土豪 金 礼盒",1
"桔柚",1
"青 柠檬",1
"丑桔",1
"文旦柚",1
"脐橙份",1
"彩食 鲜 袋装 春橘",1
"彩食鲜 进口橙 礼盒",1
"彩食鲜 冰糖柑",1
"彩食鲜 皇帝 柑",1
"彩食 鲜 澳柑",1
"彩食鲜 进口橙",1
"纽荷尔",1
"彩食鲜 赣南 脐橙",1
"脐橙",1
"脐橙大",1
"赣南 脐橙",1
"纽荷尔 精品",1
"赣南 脐橙",1
"赣南 脐橙",1
"彩食鲜 脐橙",1
"彩食鲜 进口 橙份",1
"红 西柚份",1
"彩食 鲜青 柠檬",1
"青 柠檬 个 袋 单果约",1
"彩食鲜 香蕉",1
"彩食鲜 柠檬 个 袋 单个 约",1
"彩食 鲜 黄 柠檬 个 袋 单果约",1
"彩食 鲜青 柠檬 个 袋",1
"彩食鲜 国产 柠檬",1
"彩食 鲜 澳柑份",1
"彩食鲜 进口橙",1
"彩食 鲜红 西柚",1
"彩食鲜 国产 柠檬",1
"彩食 鲜 澳橙",1
"柚子",1
"蜜桔",1
"进口橙",1
"新奇 士橙份",1
"黄柠檬 个",1
"澳柑份",1
"国产 柠檬 个",1
"红 西柚份",1
"蜜桔 份",1
"红心 柚个",1
"柚子 个",1
"丑柑份",1
"南丰 贡桔 约 份",1
"柳叶 桔份",1
"赣南 脐橙 份",1
"小金 橘份",1
"红心 柚子",1
"有机 三十 年 土豪 金柚子 约 个",1
"柳叶 桔份",1
"砂糖桔",1
"皇帝 柑",1
"砂糖 桔份",1
"小金 桔盒",1
"芦柑",1
"红西柚",1
"胡柚",1
"进口 橙份",1
"彩食 鲜 黄柠檬",1
"彩食鲜 柚子",1
"彩食 鲜青 柠檬",1
"彩食鲜 柚子",1
"纽荷尔橙",1
"彩食 鲜 黄 柠檬 个 袋",1
"香蕉 份",1
"黄柠檬",1
"雪柑",1
"蜜柚",1
"奉节 脐橙",1
"彩食 鲜 无籽 红 提",1
"澳柑",1
"蜜桔",1
"葡萄柚 约 份",1
"台湾 柳丁橙",1
"波 蜜柚",1
"国产 柠檬",1
"金丝柚",1
"贡桔",1
"彩食 鲜 澳洲 澳橙",1
"彩食 鲜 澳洲 澳橙",1
"白 心 柚子",1
"红心柚",1
"白 心 柚子",1
"粉红 女士 柠檬",1
"粉红 女士 柠檬",1
"平和 黄金 蜜柚",1
"蜜桔",1
"蜜桔",1
"文旦柚",1
"彩食鲜 柠檬 个 袋",1
"金丝柚",1
"金丝柚",1
"蜜桔",1
"彩食鲜 柚子",1
"彩食 鲜红 心 蜜柚",1
"柚想 你 红 c柚",1
"柚想 你 红 c柚",1
"柚想 你 白 c柚",1
"柚想 你 白 c柚",1
"彩食 鲜 金丝柚",1
"彩食 鲜 金丝柚",1
"彩食 鲜 金丝柚",1
"青 柠檬",1
"澳橙",1
"彩食 鲜红 心 蜜柚",1
"彩食鲜 柚子",1
"彩食 鲜 金丝柚",1
"桂花柚",1
"天橙心 蜜柚",1
"三十 年 黄金 果",1
"三 红 蜜柚",1
"三十 年 土豪金",1
"彩食鲜 柳叶桔",1
"彩食鲜 柳叶桔",1
"彩食鲜 柳叶桔",1
"彩食 鲜 砂糖桔",1
"彩食 鲜 砂糖桔",1
"彩食 鲜 砂糖桔",1
"彩食鲜 南丰 贡桔",1
"彩食鲜 南丰 贡桔",1
"彩食鲜 南丰 贡桔",1
"彩食鲜 芦柑",1
"彩食鲜 芦柑",1
"彩食鲜 芦柑",1
"彩食 鲜 文旦柚",1
"精品 红心柚",1
"彩食 鲜 澳橙",1
"有机 三十 年 土豪金",1
"有机 三十 年 黄金 果",1
"三 红 蜜柚",1
"彩食鲜 柠檬 个 袋",1
"彩食鲜 国产 柠檬 个",1
"彩食 鲜 澳洲 澳橙",1
"彩食 鲜 白 心 柚子",1
"彩食 鲜 澳洲 澳橙",1
"彩食 鲜 澳柑份",1
"彩食鲜 国产 柠檬 个",1
"青 西柚",1
"泰柑",1
"赣南 脐橙",1
"南非橙",1
"神农 蜜柚",1
"品怡 红心 白金 蜜柚",1
"有机 三十 年 黄金 果",1
"彩食 鲜 文旦柚",1
"品怡 黄 心 柚子",1
"彩食 鲜 文旦柚",1
"小青 柠檬",1
"有机 三十 年 黄金 果",1
"有机 三十 年 土豪金",1
"文旦柚",1
"红心 柚个装",1
"蜜桔",1
"维多丽红 肉 蜜柚",1
"澳橙",1
"红心 柚子",1
"三 红 蜜柚",1
"白 心 柚子 个 装",1
"红心 柚子 个 装",1
"有机 三十 年 土豪金",1
"柳叶桔",1
"黄柠檬 二级",1
"脐橙 优质",1
"南丰 贡桔 折价",1
"柚子 大 二级",1
"天坤 脐橙 折价",1
"蜜柚 折价",1
"红 肉 脐橙 折价",1
"茂谷柑 优质",1
"赣南 脐橙 二级",1
"春桔",1
"茂谷柑 折价",1
"云冠橙 精品",1
"雪柑 精品",1
"不知火桔 礼盒 折价",1
"金丝柚 折价",1
"丑柑 二级",1
"冰糖 柑 二级",1
"新余 蜜桔 二级",1
"进口 橙二级",1
"茂谷柑 折价",1
"芦柑 二级",1
"砂糖 桔 折价",1
"纽荷尔橙",1
"澳柑 二级",1
"柚子 精品",1
"不知火桔 优质",1
"皇帝 柑 折价",1
"国产 柠檬 折价",1
"奉节 脐橙 精品",1
"不知火桔 折价",1
"香妃柑 折价",1
"红心柚 二级",1
"瓯柑 二级",1
"福桔 优质",1
"油 力克 柠檬 精品",1
"天草橙 优质",1
"云冠橙 二 级",1
"蜜桔 精品",1
"碰柑 二级",1
"三十 年 土豪 金 礼盒 二级",1
"金桔 折价",1
"红 肉 脐橙 二级",1
"泰国 蜜柚 二级",1
"碰柑 精品",1
"脆皮 金桔 折价",1
"油 力克 柠檬 折价",1
"天草橙 折价",1
"皇帝 柑 折价",1
"苦橘 折价",1
"蜜桔 优质",1
"福桔 折价",1
"新余 蜜桔 精品",1
"金丝柚 二级",1
"天坤 脐橙 二级",1
"青 柠檬 折价",1
"春桔 折价",1
"南丰 贡桔 优质",1
"国产 柠檬 优质",1
"黄柠檬 折价",1
"茂谷柑 二 级",1
"奉节 脐橙 二级",1
"云冠橙 优质",1
"雪柑 二级",1
"瓯柑 精品",1
"奉节 脐橙 折价",1
"夏橙 优质",1
"蜜柚 精品",1
"西班牙 柑折价",1
"澳柑 优质",1
"纽荷尔橙 折价",1
"柚子 大 精品",1
"不知火桔 二级",1
"三十 年 土豪 金 礼盒 精品",1
"皇帝 柑 二级",1
"丑柑 精品",1
"新余 蜜桔 优质",1
"冰糖柑 优质",1
"芦柑 优质",1
"青 柠檬 二级",1
"天草橙 二级",1
"云冠橙 折价",1
"碰柑 优质",1
"福桔 二级",1
"小青 柠檬 精品",1
"澳柑 优质",1
"红 肉 脐橙 精品",1
"三十 年 土豪 金 礼盒 折价",1
"泰国 蜜柚 折价",1
"油 力克 柠檬 二级",1
"黄柠檬 优质",1
"春桔 优质",1
"香妃柑 精品",1
"柚子 大 优质",1
"油 力克 柠檬 二级",1
"桔柚 优质",1
"西班牙 柑二级",1
"苦 橘 二级",1
"脆皮 金桔 二级",1
"蜜甜桔 二级",1
"茂谷柑 精品",1
"金丝柚 精品",1
"进口橙 优质",1
"赣南 脐橙 优质",1
"皇帝 柑 优质",1
"国产 柠檬 精品",1
"丑柑 优质",1
"夏橙 二级",1
"砂糖 桔 二级",1
"澳柑 折价",1
"不知火桔 礼盒 二级",1
"天坤 脐橙 精品",1
"红西柚 折价",1
"彩食鲜 莲雾 精品",1
"黄 柠檬 精品",1
"金桔 二级",1
"茂谷柑 精品",1
"雪柑 折价",1
"赣南 脐橙 折价",1
"柚子 大 折价",1
"新余 蜜桔 折价",1
"春见 柑橘 精品",1
"进口橙 折价",1
"苦橘 精品",1
"澳橙 折价",1
"雪柑 优质",1
"瓯柑 折价",1
"丑柑 折价",1
"天草橙 精品",1
"红西柚 二级",1
"小青 柠檬 二级",1
"蜜桔 折价",1
"春见 柑橘 折价",1
"红心柚 折价",1
"芦柑 折价",1
"国产 柠檬 二级",1
"不知火桔 礼盒 精品",1
"碰柑 折价",1
"福寿柑 折价",1
"油 力克 柠檬 优质",1
"金丝柚 优质",1
"彩食鲜 莲雾 折价",1
"小青 柠檬 折价",1
"蜜桔 二级",1
"精品 柚子 优质",1
"纽荷尔橙 优质",1
"澳柑 精品",1
"南丰 贡桔 二级",1
"茂谷柑 二 级",1
"柚子 折价",1
"蜜甜桔 折价",1
"福桔 精品",1
"贡桔 折价",1
"金桔 精品",1
"油 力克 柠檬 精品",1
"晚芦",1
"新奇 士橙 折价",1
"彩食鲜 冰糖柑 精品",1
"进口橙 粒 二级",1
"三 红 蜜柚 折价",1
"彩食 鲜 爱 媛号 柑橘 折价",1
"鲜橙 精品",1
"礼盒 柚子 折价",1
"彩食鲜 柠檬 精品",1
"冰糖柑 折价",1
"彩食鲜 胡柚 精品",1
"彩食 鲜 小 金桔 精品",1
"精品 蜜柚 二级",1
"粉红 女士 柠檬 精品",1
"文旦柚 折价",1
"褚橙 二级",1
"青 柠檬 精品",1
"台湾 柳丁 橙 二级",1
"精选 金桔 折价",1
"彩食鲜 脐橙 精品",1
"彩食 鲜 香蕉 折价",1
"彩食 鲜 贡桔 精品",1
"伦晚橙 精品",1
"胡柚 折价",1
"红西柚 优质",1
"沙田柚 折价",1
"贡桔 精品",1
"彩食 鲜红 西柚 精品",1
"精品 柚子 精品",1
"彩食鲜 皇帝 柑 二级",1
"涌泉 蜜桔 优质",1
"新奇 士橙 优质",1
"彩食 鲜红 心 蜜柚 精品",1
"精选 血橙 折价",1
"彩食鲜 青西柚 精品",1
"彩食 鲜 无核桔 精品",1
"彩食 鲜 文旦柚 折价",1
"平和 黄金 蜜柚 精品",1
"无核桔 折价",1
"青柚 折价",1
"彩食 鲜 澳橙 精品",1
"精品 红心柚 精品",1
"青 西柚 折价",1
"彩食 鲜 澳柑 精品",1
"彩食鲜 早橙 折价",1
"精选 茂谷柑 精品",1
"平和 黄金 蜜柚 二级",1
"精选 金桔 二级",1
"彩食鲜 赣南 脐橙 精品",1
"金桔 优质",1
"砂糖 桔 精品",1
"台湾 柳丁橙 精品",1
"三 红 蜜柚 优质",1
"涌泉 蜜桔 折价",1
"红心柚 精品",1
"南非 橙二级",1
"澳橙 优质",1
"精选 血橙 二级",1
"福寿柑 精品",1
"精选 柠檬 折价",1
"彩食 鲜 澳橙 折价",1
"油 力克 柠檬 优质",1
"彩食 鲜 无核桔 折价",1
"彩食鲜 皇帝 柑 精品",1
"血橙 优质",1
"精品 柚子 二级",1
"精品 蜜柚 优质",1
"无核桔 二级",1
"青 柠檬 优质",1
"礼盒 柚子 精品",1
"沙田柚 二级",1
"礼盒 柚子 优质",1
"贡桔 优质",1
"澳橙 精品",1
"精品 柚子 折价",1
"褚橙 优质",1
"红心柚 优质",1
"胡柚 折价",1
"青 柚 二级",1
"新奇 士橙 二级",1
"彩食 鲜 澳柑 二级",1
"文旦柚 二级",1
"精选 金桔 精品",1
"南非 橙 折价",1
"青 柠檬 折价",1
"伦晚橙 优质",1
"粉红 女士 柠檬 优质",1
"精品 红心柚 优质",1
"精选 血橙 精品",1
"精选 茂谷 柑二级",1
"平和 黄金 蜜柚 折价",1
"彩食 鲜红 心 蜜柚 折价",1
"文旦柚 精品",1
"赣南 脐橙 精品",1
"彩食鲜 柠檬 折价",1
"彩食 鲜 爱 媛号 柑橘 精品",1
"彩食鲜 脐橙 折价",1
"精选 柠檬 二级",1
"三 红 蜜柚 精品",1
"青 西柚 二级",1
"彩食鲜 进口橙 折价",1
"青 柠檬 折价",1
"彩食 鲜 小 金桔 折价",1
"冰糖柑 精品",1
"纽荷尔橙 精品",1
"皇帝 柑 精品",1
"无核桔 精品",1
"精品 红心柚 二级",1
"贡桔 二级",1
"红西柚 精品",1
"油 力克 柠檬 折价",1
"新奇 士橙 精品",1
"青柚 精品",1
"泰柚 优质",1
"彩食 鲜 贡桔 折价",1
"盒装 小青 柠桔 折价",1
"彩食鲜 青西柚 折价",1
"南非 橙 精品",1
"澳橙 二级",1
"青 柠檬 二级",1
"蜜柚 优质",1
"褚橙 精品",1
"春桔 精品",1
"伦晚 橙二级",1
"进口 橙粒 优质",1
"蜜柚 精品",1
"涌泉 蜜桔 二级",1
"沙田柚 精品",1
"彩食鲜 冰糖柑 折价",1
"鲜橙 折价",1
"粉红 女士 柠檬 二级",1
"彩食 鲜 澳柑 折价",1
"彩食鲜 赣南 脐橙 折价",1
"福寿柑 二级",1
"泰柚 精品",1
"礼盒 柚子 二级",1
"无核桔 优质",1
"精品 蜜柚 精品",1
"脐橙 二级",1
"彩食 鲜 香蕉 精品",1
"不知火桔 精品",1
"鲜橙 优质",1
"彩食鲜 胡柚 折价",1
"泰柚 折价",1
"三 红 蜜柚 二级",1
"进口 橙粒 折价",1
"蜜柚 折价",1
"彩食鲜 早橙 精品",1
"彩食 鲜 纽 菠萝 橙粒装 折价",1
"精品 蜜柚 折价",1
"盒装 小青 柠桔 二级",1
"彩食鲜 冰糖 柑 二级",1
"青 西柚 精品",1
"青 柠檬 二级",1
"脐橙 折价",1
"贡桔 折价",1
"褚橙 折价",1
"血橙 折价",1
"盒装 小青 柠桔 优质",1
"精选 茂谷柑 折价",1
"彩食鲜 柠檬 二级",1
"鲜橙 二级",1
"沙田柚 优质",1
"文旦柚 优质",1
"进口 橙粒 精品",1
"胡柚 精品",1
"血橙 二级",1
"平和 黄金 蜜柚 优质",1
"青 西柚 优质",1
"彩食 鲜 文旦柚 精品",1
"胡柚 二级",1
"青 柠檬 优质",1
"精品 红心柚 折价",1
"盒装 小青 柠桔 精品",1
"精选 柠檬 精品",1
"台湾 柳丁橙 折价",1
"彩食鲜 皇帝 柑 折价",1
"彩食 鲜红 心 蜜柚 二级",1
"泰柚 二级",1
"彩食鲜 进口橙 精品",1
"彩食 鲜红 西柚 折价",1
"涌泉 蜜桔 精品",1
"彩食 鲜 纽 菠萝 橙粒 装 二级",1
"蜜柚 二级",1
"伦晚橙 折价",1
"粉红 女士 柠檬 折价",1
"砂糖 橙 精品",1
"桔柚 精品",1
"赣南 脐橙 精品",1
"葡萄柚 优质",1
"彩食 鲜青 柠檬 二级",1
"葡萄柚 折价",1
"进口橙 精品",1
"芦柑 精品",1
"彩食 鲜 宝宝 青 柠檬 折价",1
"彩食 鲜 黄 柠檬 折价",1
"澳柑 二级",1
"彩食 鲜 三十 年 黄金 果 折价",1
"柳叶桔 优质",1
"彩食 鲜 天橙心 蜜柚 折价",1
"三 红 蜜柚 折价",1
"彩食 鲜青 柠檬 精品",1
"彩食鲜 国产 柠檬 折价",1
"冰糖橙 优质",1
"彩食鲜 柚子 折价",1
"脐橙 精品",1
"彩食鲜 芦柑 精品",1
"彩食鲜 南丰 贡桔 折价",1
"沃柑二级",1
"三十 年 土豪 金 精品",1
"柚子 优质",1
"彩食 鲜 黄 柠檬 二级",1
"精品 蜜桔 二级",1
"砂糖 橙 折价",1
"彩食 鲜 三 红 蜜柚 折价",1
"血橙 精品",1
"彩食 鲜 宝宝 青 柠檬 精品",1
"柳叶桔 精品",1
"彩食 鲜 三十 年 土豪 金 精品",1
"彩食 鲜青 柠檬 折价",1
"彩食鲜 国产 柠檬 精品",1
"三十 年 黄金 果 二级",1
"冰糖 橙 二级",1
"天橙心 蜜柚 精品",1
"天橙心 蜜柚 折价",1
"波 蜜柚 精品",1
"彩食 鲜 三十 年 土豪 金 折价",1
"柳叶桔 折价",1
"赣南 脐橙 二级",1
"葡萄柚 二级",1
"柚子 二级",1
"彩食 鲜 三十 年 黄金 果 精品",1
"三 红 蜜柚 精品",1
"天橙心 蜜柚 二级",1
"彩食 鲜 三十 年 土豪 金 二级",1
"三十 年 黄金 果 折价",1
"彩食鲜 芦柑 折价",1
"彩食 鲜 砂糖 桔 折价",1
"精品 蜜桔 优质",1
"彩食 鲜 三 红 蜜柚 精品",1
"三十 年 土豪 金 二级",1
"波 蜜柚 优质",1
"冰糖橙 精品",1
"彩食 鲜 文旦柚 精品",1
"桔柚 二级",1
"彩食鲜 柳叶桔 精品",1
"沃柑 折价",1
"南丰 贡桔 精品",1
"彩食 鲜青 柠檬 精品",1
"彩食 鲜 黄 柠檬 精品",1
"砂糖 橙 优质",1
"彩食鲜 柚子 二级",1
"彩食鲜 国产 柠檬 二级",1
"青 柠檬 精品",1
"赣南 脐橙 优质",1
"彩食 鲜青 柠檬 二级",1
